golden_id,review_id,golden_intent,difficulty_hint,escalation_required,escalation_reason,expected_action,resolution_criteria,annotation_status,annotation_note,candidate_intent,escalation_hint,model_review_intent,model_review_escalation_required,model_review_escalation_reason,model_review_expected_action,model_review_resolution_criteria,model_review_decision,model_review_note,final_intent,final_escalation_required,final_escalation_reason,final_expected_action,final_resolution_criteria,review_decision,review_notes,candidate_id,conversation_id,total_turns,customer_turns,company_turns,first_customer_message,customer_messages,company_responses,intent_score_hint,selection_reason
GLD0025,GR0056,delivery_shipping,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0011,2360458,6,3,3,@AmazonHelp Yes it has.,"@AmazonHelp Yes it has. || @AmazonHelp The expected delivery date was the 14th.  It's the 15th and it's still not here.  I would like to know what happened.  I have not received any tracking updates since sunday night. || @AmazonHelp The last update I got was 11 am on Sunday 11/12 saying that there was a delay due to the package being sent to the wrong carrier facility. The original delivery date was supposed to be the 12th.It was pushed back to the 14th, but now it's the 15th and there hasn't been an update.","@681663 I'm sorry for the wait! Has the delivery date been delayed since the order has been placed: https://t.co/Y5jpI9gRhE? ^EP || @681663 Truly sorry for the delay, William. This isn't the delivery experience we strive for! Please, let us know if it hasn't arrived by the updated delivery date. ^JE || @681663 So sorry about the delay! What was the last update you received? You can check that out here: https://t.co/Y5jpI9gRhE ^LS",6,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0026,GR0057,delivery_shipping,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0016,2463040,6,3,3,@AmazonHelp No! No reason given.  Just that there is a delay. This is the third time this has happened in 3 orders through Prime. The other 2 I HAD to cancel as I would not have been there for the delayed deliveries. This one I want. Pathetic!  I am now worried about Xmas. Please help me.,"@AmazonHelp No! No reason given.  Just that there is a delay. This is the third time this has happened in 3 orders through Prime. The other 2 I HAD to cancel as I would not have been there for the delayed deliveries. This one I want. Pathetic!  I am now worried about Xmas. Please help me. || @AmazonHelp Hah! Look at this: ""If you parcel hasn't arrived Tueday, Nov 21st, please come back for more options.""  What? Magic? || @AmazonHelp Carrier: Amazon Shipping, Tracking #: A10047672933",@504289 I am sorry to hear this Shelagh. I cannot check orders here but can I ask was there a reason given to you for the delay via email? Thanks ^GA || @504289 I can only apologise for the inconvenience caused Shelagh. Can you let me know if were you given another delivery date? ^KI || @504289 Can you let us know who is the carrier that's deliver your parcel? You will be able to find that out here:  https://t.co/aaDyEz1VgE ^MA,6,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0027,GR0049,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0003,2862056,2,1,1,"@AmazonHelp Yes, I know how to track my own order.  It says arriving today by 8pm (2 hours from now). No delay notification. There is no tracking or carrier *because it hasn't shipped*, as I previously stated.  Your prior tweets say to rely on the delivery date at checkout, which is today.","@AmazonHelp Yes, I know how to track my own order.  It says arriving today by 8pm (2 hours from now). No delay notification. There is no tracking or carrier *because it hasn't shipped*, as I previously stated.  Your prior tweets say to rely on the delivery date at checkout, which is today.",@795075 I'm sorry for any delay. We're unable to access your account via Twitter. Have we sent notification of a possible delay? What is the latest tracking and who is the carrier for your orders? That information can be found here: https://t.co/Y5jpI9gRhE We're here! ^SK,5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0028,GR0050,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0008,459059,2,1,1,@AmazonHelp You guys already sent a replacement when it was initially not being delivered. This is mainly to show the quality of @115821 's shipping partner @118706 that is #fail ing to deliver. The replacement should arrive via @115817 tomorrow-- days after #AmazonPrime delivery date.,@AmazonHelp You guys already sent a replacement when it was initially not being delivered. This is mainly to show the quality of @115821 's shipping partner @118706 that is #fail ing to deliver. The replacement should arrive via @115817 tomorrow-- days after #AmazonPrime delivery date.,@224020 I'm sorry to see your order arrived in this condition! Please visit here: https://t.co/tOvEuvW82T for available refund/replacement options. ^EZ,5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0029,GR0051,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0001,2564048,4,2,2,"@AmazonHelp The delivery date is tomorrow, but the order page said Ultra Moon would be shipped yesterday.
I just ordered something else this morning and its already preparing for shipment, but the Pokemon game just says ""shipping soon"".","@AmazonHelp The delivery date is tomorrow, but the order page said Ultra Moon would be shipped yesterday.
I just ordered something else this morning and its already preparing for shipment, but the Pokemon game just says ""shipping soon"". || @AmazonHelp But the gane was supposed to ship YESTERDAY to arrive tomorrow and still no update on the order page, I've checked several times today.
I preordered with you all because my other preorder won't arrive tomorrow and I was hoping with you guys I would get it on release date.",@727549 We're here to help. Have we missed the delivery date given in your confirmation e-mail? ^GG || @727549 It isn't uncommon for packages to ship and arrive within the same day. Please keep us posted! ^MW,5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0030,GR0052,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0002,2356748,4,2,2,@AmazonHelp I have had it happen in the past. I put my shipping address and on occasions like this I get a 'delivered' notice with a 'pick up' had I known that would happen I wouldn't have ordered.,@AmazonHelp I have had it happen in the past. I put my shipping address and on occasions like this I get a 'delivered' notice with a 'pick up' had I known that would happen I wouldn't have ordered. || @AmazonHelp well..it happened again...the tablecloth I was waiting for all day to arrive for tomorrow I got notification it is delayed at 6 PM...how do I find one this late? Amazon has been screwing up big time,@680827 I'm sorry for this happening with your order. Has this occurred with one carrier or several? Please check here: https://t.co/Y5jpI9gRhE ^DO || @680827 We would like to take a closer look. If you could reach out to us via this link : https://t.co/hApLpMlfHN we will be happy to assist! ^TE,5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0031,GR0053,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0004,2888198,4,2,2,@AmazonHelp I’ve ordered something from you guys and someone from your team assured me that it will get delivered by today as I need this today only but I’ve not received the product,"@AmazonHelp I’ve ordered something from you guys and someone from your team assured me that it will get delivered by today as I need this today only but I’ve not received the product || @AmazonHelp You guys are so pathetic
I’ve just asked to deliver it one day before it’s estimated delivery time and you guys returned my product back
I needed it today and now you can’t even deliver on your estimated delivery date that is tomorrow","@800864 That's quite a remark. Could you please elaborate the issue you're facing so that we can assist you? ^MN || @800864 Sorry for the experience with your order. However, all the orders are shipped and mapped based on the estimates provided. Did we happen to miss on that? ^HS",5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0032,GR0054,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0005,2478845,4,2,2,"@AmazonHelp was supposed to be delivered on Saturday, haven’t received package yet! last two weeks has been horrible, please switch to reliable carrier.","@AmazonHelp was supposed to be delivered on Saturday, haven’t received package yet! last two weeks has been horrible, please switch to reliable carrier. || @AmazonHelp I haven't received any emails explaining why order is delayed. My concern is larger trend emerging in last few months. This is 3rd occurrence of delayed order in last 2 weeks. I would appreciate someone senior in shipping dept. can take responsibility to investigate with USPS.","@708438 I'm so sorry your package is late! Did we miss the delivery date provided at checkout? ^VF || @708438 I'm very sorry to hear this, can I ask have you been updated via email as to why this order is delayed please? You may have an email in your spam/junk folder. Thanks. ^GA",5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0033,GR0062,delivery_shipping,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0006,470816,4,2,2,@AmazonHelp I have provided additional details and what did you find about this late delivery?,"@AmazonHelp I have provided additional details and what did you find about this late delivery? || @AmazonHelp You did not provide any explanation for the delayed delivery. 

Your e-mail is useless and does nothing and please do not waste my time with useless e-mails like this.

Why the order was delivered after one week of delay?","@227098 I'm sorry for the inconvenience you have faced with a late delivery. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ || @227098 We've sent you a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww  and respond so that we can take this up further. ^EM",5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0034,GR0045,delivery_shipping,hard,yes,"Security, safety, fraud, or serious complaint signal requires secure/specialist handling.",Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,TRUE,delivery_shipping,yes,"Security, safety, fraud, or serious complaint signal requires secure/specialist handling.",Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0026,2432769,8,4,4,"@AmazonHelp I already did, you guys told me that in order to get a refund USPS will need to send back the package, but they ""delivered"" to who tf knows? Cuz it wasn't me and they won't give me a pod. I don't live in USA so I can't place a police report. So frustrating.","@AmazonHelp I already did, you guys told me that in order to get a refund USPS will need to send back the package, but they ""delivered"" to who tf knows? Cuz it wasn't me and they won't give me a pod. I don't live in USA so I can't place a police report. So frustrating. || @AmazonHelp It never arrived to them. They moved so the building was empty, USPS instead of take it back as undeliverable, put it as delivered and did whatever, they say because there is no insurance they won't do anything, you say if I don't go to the police you won't do anything. So... https://t.co/1V97qgIurE || @AmazonHelp More copy &amp; paste answers I see, how can I fill a police report if I'm not in USA? Can you do it? If so go ahead, because tbh idk how did we get to a point in which I pay for a product, YOU lose it and somehow I have to figure it out? ???????? #fail https://t.co/gYN2rutKzH || @AmazonHelp ALREADY DID AND NO HELP WHATSOEVER!! First it takes forever to get a reply, and when you get a reply is just as you: copy and paste answers, with little help and empathy. Every time I get a different person, you'll think I would be escalated to a supervisor by now but nah..","@504452 I'm sorry to hear you still haven't received your order! When you have a chance, please reach out to us here so we can look into available options: https://t.co/hApLpMlfHN ^BH || @504452 Okay. Just to confirm, was the package sent to a freight forwarder?  ^BH || @504452 I'm glad to hear you've reached out to us about this. Please reach out to us here: https://t.co/hApLpMlfHN once the report has been filed. ^KP || @504452 Reaching out to us here: https://t.co/hApLpMlfHN is the best way for us to assist. ^TE",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0035,GR0059,delivery_shipping,hard,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0019,2578592,8,4,4,"@AmazonHelp It's no longer a wait - I stayed in for a redelivery that had already been messed up once, only to find that the item had been 'returned as undeliverable'. I've had 3 long sessions with your 'live chat' but I still don't have my item &amp; it was urgent. Not sure why I pay for Prime.","@AmazonHelp It's no longer a wait - I stayed in for a redelivery that had already been messed up once, only to find that the item had been 'returned as undeliverable'. I've had 3 long sessions with your 'live chat' but I still don't have my item &amp; it was urgent. Not sure why I pay for Prime. || @AmazonHelp Well I tried 'reaching out' to your live chat people 3 times over the past 3 days but they have not fulfilled their promises. I have had to go to Sainsbury's &amp; lug my cat litter back here, which is just what I was trying to avoid, || @AmazonHelp They offered delivery later in the week, but I needed this stuff today. They are going to deliver it on Thursday even though I cannot guarantee being in. They had previously guaranteed delivery today, for which I stayed in, but they did not fulfill this. || @AmazonHelp 2/2 and whoever wrote it appears now to have rearranged my delivery yet again, to a day that I had already told them was impractical - I don't think they actually read my first email to them.  If you look at my email to your Customer Service, sent earlier today, I have....","@731047 I'm so sorry for the wait! Could you tell us what the tracking information says? What about who the carrier is? You can find that information here: https://t.co/aaDyEz1VgE ^MH || @731047 I'm so sorry that your parcel was not delivered. This link has a few details on why it might have happened: https://t.co/rviIYTgUzc  Please reach out to us if you need further assistance.  ^SP || @731047 When you had contacted us, what information or options were provided? Has a refund been processed for your order: https://t.co/aaDyEz1VgE? ^ST || @731047 We'd like to look into this issue for you! At your convenience, and with as much detail as possible, please provide your order information for us here: https://t.co/cUIXJxxmDD ^BV",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0036,GR0060,delivery_shipping,hard,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0021,2428239,8,4,4,"@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through.","@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through. || @AmazonHelp The quality of the call wasn't great, but it sounded like they were going to submit a feedback about them? They resent one of the parcels, and for the second they advised me to wait another day and they'd call back today to check. || @AmazonHelp Oh hey, me again! I'm a bit at wits end with this. I need my parcel for tomorrow (item originally ordered on the 2nd) and these people just aren't getting the job done. I was told it would come today -  they have 2 hours left per the delivery window I gave them. It's frustrating. || @AmazonHelp My work building isn't open until 8. The company has actually claimed the building was closed even before it actually does at 5. Will you be able to re-ship this using a different company?","@697193 I am very sorry to hear this, can I ask have you received an email update regarding this please? Can I ask for you to check your spam/junk folder please. Thanks ^GA || @697193 Sorry to hear that- what did our associate advise? They should be able to get through to the carrier for you and find out if there is an ongoing issue that needs to be fixed. ^MA || @697193 Thanks for the update! Please keep us in the loop if further assistance is needed from us here on Social Media! ^TM || @697193 I'm sorry for the frustration! We deliver as late as 8PM. If you don't receive your package by then, please let us know! ^AR",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0037,GR0075,general_support,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,general_support,FALSE,general_support,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0281,2901030,6,3,3,"@AmazonHelp Corresponding via email has been an exercise in futility. At this point, I need a phone call ASAP. I want to move this off of social media, but there has been zero action taken. You know my contact information. I supplied you both my phone number and twitter handle. Call me.","@AmazonHelp Corresponding via email has been an exercise in futility. At this point, I need a phone call ASAP. I want to move this off of social media, but there has been zero action taken. You know my contact information. I supplied you both my phone number and twitter handle. Call me. || @AmazonHelp I sent you a DM with my number. Pls have someone who can actually help call me. This shouldn’t be so difficult. || @AmazonHelp Completely useless. All I get from your support are emails that can't be responded to. Your support agents continuously don't understand the problem and can only send back boiler plate responses. I need a two way dialogue with someone at Amazon Support that can resolve this issue","@142322 I apologize for the trouble! What was advised when you last spoke with us? Did we schedule a follow-up? Can you access your account, or has it been locked? ^NC || @142322 Hello Keau!  I'm sorry that this has been so frustrating!  We are unable to pull your account details over social media.  Please reach out to us via phone so we can investigate the status of your account and see what options are available.  https://t.co/jzvkhdlrK5 ^WB || @142322 The link provided earlier by ^WB will give you the option to reach us via phone or chat. We are not able to view your account details on Twitter. Please follow the link and keep us updated. ^JS",5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0038,GR0076,general_support,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,general_support,FALSE,general_support,no,No strong escalation signal in the customer text; standard support handling is appropriate.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0286,25900,10,5,5,@AmazonHelp Still the issue is open....how come its taking so long?,@AmazonHelp Still the issue is open....how come its taking so long? || @AmazonHelp Rcvd incomplete reply. Complaint not being read properly. It is a response about Gift cards. Query on Amazon Pay Bal. not being answered. || @AmazonHelp I clicked "NO" on whether the issue was resolved. And once again narrated my prob in online feedback portal. Customer service is abysmal || @AmazonHelp At the bottom it was mentioned-  Did I solve your problem? I clicked NO and detailed the issue on the feedback portal. || @AmazonHelp @121656 Such pathetic people in customer care these days of amazon...absolutely of no help !! idiots,"@121656 Thanks for getting in touch with our support team. Kindly wait till you receive an update. Do keep us posted. ^AK (1/2) || @121656 Please share your details from the link here: https://t.co/beaaDm0muc and we will assist you accordingly. (2/2)^HR || @121656 Sorry for the disappointment. Please reply to the email you've received from our team and we'll get back. ^KA || @121656 I understand your upset, may I know if you've replied to the email sent by the Social Media team? ^EM || @121656 Sorry for the trouble with the resolution. We'll get in touch with an update soon. Appreciate your understanding. ^AK",5,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0039,GR0069,general_support,easy,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,general_support,FALSE,general_support,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0271,1330234,4,2,2,"@AmazonHelp A very unclear message about ‘different fulfilment centres’. If there is a problem, then I don’t have issue with that. But saying it will be delivered next day, then saying it will be 4 days later with no reason why, is really poor.","@AmazonHelp A very unclear message about ‘different fulfilment centres’. If there is a problem, then I don’t have issue with that. But saying it will be delivered next day, then saying it will be 4 days later with no reason why, is really poor. || @AmazonHelp I’ve already been in contact about this and been fobbed off. I usually recommend Amazon as having excellent customer service but recently I am really disappointed as the service delivered isn’t up to previous standards","@430351 sorry to hear that, its not what we want you to experience. Were you given a reason for the delays?^AS || @430351 I fully understand your frustration. Please get in touch - https://t.co/hApLpMlfHN we'll be happy to look into your concerns further. Keep us posted. ^TP",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0040,GR0063,general_support,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,general_support,TRUE,general_support,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0282,24947,6,3,3,"@AmazonHelp I have done this earlier I didn't get any help now again you people did the same thing
__email__ contact me on mail","@AmazonHelp I have done this earlier I didn't get any help now again you people did the same thing
__email__ contact me on mail || @AmazonHelp Filled the form I expect your response and support
Apart from this I have ordered three more products but now I am afraid that || @AmazonHelp Still waiting for your response, let me know how gonna help me in this issue?","@121399 I'm sorry you received a wrong item. Please contact us via https://t.co/TxK11znixD and we'll look into this for you. ^AR || @121399 We'll get this fixed for you, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. ^SI || @121399 Thank you for the heads up. We have received your details, our team shall reach out to you soon. Appreciate your understanding.^MP",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0041,GR0064,general_support,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,general_support,TRUE,general_support,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Understand the customer's request and route them to the appropriate Amazon support process.,Customer has a clear answer or verified support path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0287,2379845,6,3,3,@AmazonHelp I had got a text yesterday that the package is out for delivery and today the expected date of delivery changed from 14th to 24th Nov. This is the third order I am facing this issue.,@AmazonHelp I had got a text yesterday that the package is out for delivery and today the expected date of delivery changed from 14th to 24th Nov. This is the third order I am facing this issue. || @AmazonHelp I had ordered package because it was being delivered on 14th Nov. If the order is late it's of no use for me. You guys don't understand the importance of time. || @AmazonHelp Your customer service executive cannot help in this. I have already contacted them in morning. They say according to what they are instructed. It's actually problem of your delivery team.,"@123358 Our packages are shipped on time so that they reach you by estimated delivery date. Could you confirm if we have missed the mentioned time frame? 
Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^AH || @123358 We try to deliver the packages as early as possible. However, the packages are dispatches and moved according to the estimate. Request you to wait till the estimate as mentioned here: https://t.co/ykWpCt0ely ^KA || @123358 I understand the need for the order, Akshay. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ we'll look into it. ^AP",4,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
