cluster_id,representative_rank,conversation_id,customer_turns,company_turns,total_turns,customer_text,company_response
4,4,1636618,1,1,2,USER Some of the cans popped and the soap leaked,USER Oh no! So sorry about this! We're here to help! Were any of the contents in the package damaged? ^VB
4,5,1319909,1,1,2,USER How can i do that??,USER Apologies for the delay in the refund. May I know if you've reported this to our support team? ^EM
4,6,1362455,1,1,2,USER Keep it up,"USER We're glad we were able to assist you on your issue, Raman. I'll forward your feedback to the team concerned. ^HD"
4,7,23188,1,1,2,USER Never before!,USER Has this happened for other orders aswell? ^KM
4,8,22508,2,2,4,USER || USER Why would I?,"USER Hi, no issues have been reported. Can you send us a link for the two title please? We can take a look. ^TS || USER Hi, have you been in touch with the publishers to check the details? ^TS"
4,9,22196,1,1,2,USER Not that I can see,USER Sorry to hear this. Has any reason been given for the delay? ^KM
4,10,2496063,1,1,2,USER That's almost my initials too.- H.D. 😁,"USER We're very positive the order will be delivered within the given time frame, Hardeep. Do keep us posted. ^HD"
4,11,2705725,1,1,2,"USER None, not one.",USER I'm sorry for any aggravation! Have you received any e-mails from us regarding the account? ^DD
4,12,1965785,1,1,2,"USER Awwn, queridos! 😍💜",USER Eu adoro acordar vocês com boas notícias. 😀💕 ^VL
5,1,1809886,1,1,2,USER U did nothing n will do nothing,"USER I understand your concern, Arvind. You must've received a correspondence from us. Please check. ^HD"
5,2,19461,1,1,2,USER I did it already~,"USER Hi, please don't share order numbers here as this page is public. Please contact us; to look into this. ^JJ"
5,3,1261221,1,1,2,USER I did that aswell 😂,USER Thanks for reaching out and alerting us about this! You can report this e-mail here: ^KN
5,4,2460312,1,1,2,USER Did it already. Now what?,"USER Apologies for the incorrect tracking update. Has this been reported to our support team? If not, kindly report it here: and we'll assist you accordingly. ^MO"
5,5,2578548,1,1,2,USER They did not.,USER I'm sorry about this experience! Did the carrier leave any sort of notice? ^TR
5,6,1435692,1,1,2,USER I did all of that...,USER Well there could be a couple of places it could be hiding. Click here to begin the search: ^DA
5,7,569153,1,1,2,USER Already did,USER I'm sorry for the trouble you've been having! Have you reached us to report your orders yet: ^DW
5,8,679905,1,1,2,USER I have already did this,"USER Kindly confirm if the details were filled through the secured link provided earlier? I would request you to do, if not done yet. We would investigate as soon as we receive the details and connect with you shortly. ^KK"
5,9,1955350,2,2,4,USER ??? || USER I did. It's SUER.,"USER Thank you for letting us know, Polly! Who was the courier of your parcel? Please check here: ^FD || USER Can you please provide us with courier using the link ^FD provide to you earlier? ^AC"
5,10,2236311,1,1,2,USER I already did this,"USER I am sorry for the inconvenience. Please share your details here and we would assist you accordingly. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MD"
5,11,2595429,1,1,2,USER here I did it again,"USER Sorry for the ordeal. I'm afraid that we haven't received the mail yet. I request you to fill in the details once again on this link: so that we can work on this right away, without any further delay. ^SC"
5,12,1085470,1,1,2,USER it did not.,USER Thanks for reaching out. Please let us know if the order does not arrive by the time stated. ^GG
6,1,1378710,1,1,2,USER I have not recive any email,USER We'll certainly help you. Please reply to the email sent to you by our team. We'll help you. ^PJ
6,2,1044969,1,1,2,USER Can't find any email from your side,USER I'm sorry for the trouble you've had with the delivery of your recent orders. Please reply to our email so we could fix this. ^JC
6,3,2312308,1,1,2,USER I have already expressed my disapointment to USER in email also tagging him so he can see this!!,USER I'm sorry your order has not arrived yet. Late parcels typically arrive the next day. Please keep us posted on the delivery. ^JF
6,4,1310279,1,1,2,USER What is an email for?,USER Hi there- Have you looked into online fax options? ^NV
6,5,2930629,1,1,2,USER It was my email to you..,USER Was the email from an account specialist?^PK
6,6,839338,1,1,2,USER should I call or email?,"USER Hey, have you been in touch? Please reach out - we'll be happy to look into this further. ^TP"
6,7,279174,2,2,4,USER Pliz call me 09999881043 || USER __email__,"USER Sorry for the trouble, Ratnesh. Please connect with our support team here: for assistance. ^KA || USER We'll not be able to access your account from here. Please share your details in the link shared earlier. ^HN"
6,8,1266287,1,1,2,"USER Raja Pratap Basa, 8886518182, __email__","USER Apologies for the unpleasant experience you've had. We'd like to look into this, kindly drop in your details 1/2 ^EM"
6,9,1206845,1,1,2,"USER No, via email",USER Did you contact us by phone? ^MC
6,10,1043643,1,1,2,USER My no is 8171470786 I'd __email__,USER Sorry for the trouble. Please provide your details here: we will get it resolved. (1/2) ^GU
6,11,1241766,1,1,2,USER Here is the email.,"USER When you last spoke to us, what information or options were provided? ^AG"
6,12,890892,1,1,2,USER Not any email USER,"USER We have sent you an email correspondence, kindly revert to it for further updates. Osman | Amazon Customer Service."
7,1,2483986,6,6,12,"USER Bonjour, je l'ai fait, mais la conseillère m'a dit qu'elle porterait réclamation auprès de BPOST pour une livraison en ce jour, ce dont je doute cependant. Ce que je déplore, c'est le fait que USER ne sache réellement me dire ce qu'il en est, ni ne remplisse son engagement. || USER Je reviens vers vous après ma conversation avec un agent BPOST. Ils ont des problèmes d'effectifs depuis 2 semaines et des soucis techniques apparemment. Serait-il possible d'envisager une livraison via un autre transporteur ? || USER D'accord, merci en tout cas. Une chose est sûre, en regardant le fil Twitter je ne suis pas la seule personne à avoir des problèmes avec BPOST. Je vous remercie de votre sollicitude. Au plaisir || USER Merci pour votre aide et celles de vos collègues du site USER qui ont fait une remontée d'informations à BPOST qui a livré mon colis aujourd'hui. || USER Merci ! 🙂 || USER Merci, à vous de même :)","USER Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre service client s'il vous plaît? ^SA || USER Une remontée a û donc être faite auprès du transporteur. Je vous invite à patienter, en cas de non livraison vous pouvez relancer le SAV afin vérifier cela auprès du transporteur. Sachez que vos remontées nous aident à améliorer nos services. ^ARC || USER Le choix du transporteur est soumis à plusieurs critères logistiques tels que votre code postal, le volume / poids des articles, …Ceci dit, si vous avez un souci récurrent avec un transporteur précis, il suffit de le signaler à notre service client. ^ASZ || USER Merci à vous pour votre collaboration. Sachez que nous sommes toujours là à votre service. N'hésitez jamais à revenir vers nous en cas de besoin. ^ARC || USER Je suis ravie d'apprendre cela 😍 Profitez en bien 😉^FT || USER Je vous en prie, très bonne journée. ^ASZ"
7,2,2483984,5,5,10,"USER Bonjour, je l'ai fait, mais la conseillère m'a dit qu'elle porterait réclamation auprès de BPOST pour une livraison en ce jour, ce dont je doute cependant. Ce que je déplore, c'est le fait que USER ne sache réellement me dire ce qu'il en est, ni ne remplisse son engagement. || USER Je reviens vers vous après ma conversation avec un agent BPOST. Ils ont des problèmes d'effectifs depuis 2 semaines et des soucis techniques apparemment. Serait-il possible d'envisager une livraison via un autre transporteur ? || USER D'accord, merci en tout cas. Une chose est sûre, en regardant le fil Twitter je ne suis pas la seule personne à avoir des problèmes avec BPOST. Je vous remercie de votre sollicitude. Au plaisir || USER Merci pour votre aide et celles de vos collègues du site USER qui ont fait une remontée d'informations à BPOST qui a livré mon colis aujourd'hui. || USER Merci ! 🙂","USER Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre service client s'il vous plaît? ^SA || USER Une remontée a û donc être faite auprès du transporteur. Je vous invite à patienter, en cas de non livraison vous pouvez relancer le SAV afin vérifier cela auprès du transporteur. Sachez que vos remontées nous aident à améliorer nos services. ^ARC || USER Le choix du transporteur est soumis à plusieurs critères logistiques tels que votre code postal, le volume / poids des articles, …Ceci dit, si vous avez un souci récurrent avec un transporteur précis, il suffit de le signaler à notre service client. ^ASZ || USER Merci à vous pour votre collaboration. Sachez que nous sommes toujours là à votre service. N'hésitez jamais à revenir vers nous en cas de besoin. ^ARC || USER Je suis ravie d'apprendre cela 😍 Profitez en bien 😉^FT"
7,3,74703,22,22,44,"USER livraison estimée entre le 29 novembre et le 1 décembre. J'ai hâte !!!! Même si mon compte bancaire en prends un coup ahah || USER J'ai pris un pack avec 4 jeux directement ! Mais j'aurais bien aimé avoir AC Origins dans le lot :( || USER Effectivement oui ahah, mais c'est surtout que je suis une grande fan d'assassin's creed (j'ai même un tatouage du jeu) || USER Il est génial, je n'avais pas été aussi conquise par un assassin depuis le grand Ezio. Il a une histoire très touchante et j'aime beaucoup sa personnalité, il me fait énormément penser à Ezio c'est dingue || USER Oh que oui ! Ils ont vraiment bien travaillé sur ce dernier jeu ! || USER Bien sûr ! || USER En récompense j'ai le droit d'avoir AC Origins ? || USER Il n'y aurait pas possibilité autrement de remplacer le FIFA 18 de mon pack par le ACO ? || USER Le payement aurait apparemment été refusé mais je ne sais pas du tout pourquoi ? || USER J'ai reçu un mail oui, ils proposent des raisons mais ne disent pas pourquoi exactement || USER Comment je peux annuler ma commande si jamais ? || USER Le 26 j'ai reçu un mail disant qu'on transmettait mon cas à un supérieur pour pouvoir annuler la commande et je n'ai toujours aucune raison pourtant je continue de recevoir des mails indiquant que les éléments de la commande sont expédiés au fur et à mesure || USER Pourtant on m'a dit qu'on allait annuler ma commande même si le processus d'expédition était en cours. Il faudrait savoir..... || USER Bah justement je ne sais pas, elle est en plusieurs parties apparemment || USER Il y a déjà deux objets sur 4 de la commande qui sont en cours d'expédition dont un qui vient d'arriver chez moi ce matin donc j'ai plus qu'à renvoyer ça de toute façon.. || USER Je n'ai pas eu le temps de le faire, donc je le ferais demain || USER J'ai reçu ce matin le deuxième jeu (la ps4 et le troisième jeu ne sont toujours pas envoyé car problème de payement). Est-ce que je peux renvoyer les deux jeux reçus dans un même colis ? || USER Est ce que c'est possible que je garde l'un des jeux du pack mais que j'envoie le reste pour me faire rembourser ? || USER Pour que je puisse me faire rembourser sans problème sur l'article que je dois vous renvoyer que dois-je mettre en raison de renvoi ? || USER Bah y'a pas l'option "" vous m'avez envoyer une commande que je vous ai demandé d'annuler "" 🤬 || USER Vous avez regardé mes tweets précédents avec vos collègues ? J'ai demandé à faire annuler la commande et ensuite vous m'avez envoyé une partie de la commande et maintenant je me retrouve coincé parce que j'ai une partie de la commande et l'autre partie est toujours chez vous || USER Déja quand je leur pose une simple question ils me disent qu'il leur faut 5 jours pour pouvoir me répondre alors leur demander une étiquette de retour ça risque de prendre 7 jours mdr","USER Ah super ! 😍 quel est la date prévue de votre commande ? ^SB || USER Je fais appel à votre patience 😝 Des jeux en vue ? ^KD || USER Vous êtes fan d'action à ce que je vois 😝 ^MA || USER Oh 😍 Que pensez-vous de Bayek ? ^MA || USER Je l'adore aussi 😍 Son costume rouge et blanc me fascine. ^MA || USER Effectivement 😉 Puis-je vous demander de remplir le formulaire suivant afin de mémoriser notre agréable échange s'il vous plaît : ?🎮 ^MA || USER Merci 😉😊 || USER Cela aurait été avec plaisir, mais ce n'est malheureusement pas possible. ^MA || USER C'est un pack qui ne peut pas être vendu séparément ou modifier, j'en suis navrée. ^KE || USER Je vous invite à vérifier votre messagerie dans le cas où vous auriez reçu un email dans ce sens. Vous pouvez aussi contacter notre SAV via le lien suivant : ^SM || USER Dans le cas de refus de paiement, c'est votre banque qui ne nous donne pas l'autorisation de prélèvement. Vous pouvez relancer le paiement de votre commande depuis votre compte. Si c'est encore refusé, veuillez prendre contact avec votre banque. ^ARC || USER Vous pouvez joindre notre SAV via ce lien : ^ARC || USER Quand la commande est arrivée à un stade avancée de l’expédition, il n'est plus possible de l’annuler, il faut donc la refuser à la réception ou la retourner afin d'avoir le remboursement.^ASZ || USER Quel est le statut de votre commande actuellement ? ^ASZ || USER N'ayant pas une visibilité sur votre compte Amazon depuis Twitter, je vous prie dans ce cas-là de le signaler à notre SAV via : afin de vérifier si les commandes sont bien en cours ou pas. ^KE || USER J'en suis navrée, avez-vous fait la demande de retour depuis votre compte ? ^KE || USER J'espère que le souci sera résolu rapidement, je vous prie de nous tenir au courant. ^MA || USER N'ayant pas accès à votre compte, veuillez voir cela auprès de notre SAV. Vous pouvez le joindre via le lien suivant : || USER Il est nécessaire d'avoir accès à votre compte client afin de répondre à cette question, merci de relancer notre service client via le lien indiqué. ^KD || USER Vous devez mettre la raison exacte du retour. ^MD || USER Avez-vous demandé l'annulation de la commande avant son expédition? Car une fois expédiée, l'annulation n'est possible. ^BR || USER Je vous invite à contacter notre SAV afin de vous fournir une étiquette de retour qui correspond à la situation. ^MA"
7,4,2483982,4,4,8,"USER Bonjour, je l'ai fait, mais la conseillère m'a dit qu'elle porterait réclamation auprès de BPOST pour une livraison en ce jour, ce dont je doute cependant. Ce que je déplore, c'est le fait que USER ne sache réellement me dire ce qu'il en est, ni ne remplisse son engagement. || USER Je reviens vers vous après ma conversation avec un agent BPOST. Ils ont des problèmes d'effectifs depuis 2 semaines et des soucis techniques apparemment. Serait-il possible d'envisager une livraison via un autre transporteur ? || USER D'accord, merci en tout cas. Une chose est sûre, en regardant le fil Twitter je ne suis pas la seule personne à avoir des problèmes avec BPOST. Je vous remercie de votre sollicitude. Au plaisir || USER Merci pour votre aide et celles de vos collègues du site USER qui ont fait une remontée d'informations à BPOST qui a livré mon colis aujourd'hui.","USER Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre service client s'il vous plaît? ^SA || USER Une remontée a û donc être faite auprès du transporteur. Je vous invite à patienter, en cas de non livraison vous pouvez relancer le SAV afin vérifier cela auprès du transporteur. Sachez que vos remontées nous aident à améliorer nos services. ^ARC || USER Le choix du transporteur est soumis à plusieurs critères logistiques tels que votre code postal, le volume / poids des articles, …Ceci dit, si vous avez un souci récurrent avec un transporteur précis, il suffit de le signaler à notre service client. ^ASZ || USER Merci à vous pour votre collaboration. Sachez que nous sommes toujours là à votre service. N'hésitez jamais à revenir vers nous en cas de besoin. ^ARC"
7,5,74701,21,21,42,"USER livraison estimée entre le 29 novembre et le 1 décembre. J'ai hâte !!!! Même si mon compte bancaire en prends un coup ahah || USER J'ai pris un pack avec 4 jeux directement ! Mais j'aurais bien aimé avoir AC Origins dans le lot :( || USER Effectivement oui ahah, mais c'est surtout que je suis une grande fan d'assassin's creed (j'ai même un tatouage du jeu) || USER Il est génial, je n'avais pas été aussi conquise par un assassin depuis le grand Ezio. Il a une histoire très touchante et j'aime beaucoup sa personnalité, il me fait énormément penser à Ezio c'est dingue || USER Oh que oui ! Ils ont vraiment bien travaillé sur ce dernier jeu ! || USER Bien sûr ! || USER En récompense j'ai le droit d'avoir AC Origins ? || USER Il n'y aurait pas possibilité autrement de remplacer le FIFA 18 de mon pack par le ACO ? || USER Le payement aurait apparemment été refusé mais je ne sais pas du tout pourquoi ? || USER J'ai reçu un mail oui, ils proposent des raisons mais ne disent pas pourquoi exactement || USER Comment je peux annuler ma commande si jamais ? || USER Le 26 j'ai reçu un mail disant qu'on transmettait mon cas à un supérieur pour pouvoir annuler la commande et je n'ai toujours aucune raison pourtant je continue de recevoir des mails indiquant que les éléments de la commande sont expédiés au fur et à mesure || USER Pourtant on m'a dit qu'on allait annuler ma commande même si le processus d'expédition était en cours. Il faudrait savoir..... || USER Bah justement je ne sais pas, elle est en plusieurs parties apparemment || USER Il y a déjà deux objets sur 4 de la commande qui sont en cours d'expédition dont un qui vient d'arriver chez moi ce matin donc j'ai plus qu'à renvoyer ça de toute façon.. || USER Je n'ai pas eu le temps de le faire, donc je le ferais demain || USER J'ai reçu ce matin le deuxième jeu (la ps4 et le troisième jeu ne sont toujours pas envoyé car problème de payement). Est-ce que je peux renvoyer les deux jeux reçus dans un même colis ? || USER Est ce que c'est possible que je garde l'un des jeux du pack mais que j'envoie le reste pour me faire rembourser ? || USER Pour que je puisse me faire rembourser sans problème sur l'article que je dois vous renvoyer que dois-je mettre en raison de renvoi ? || USER Bah y'a pas l'option "" vous m'avez envoyer une commande que je vous ai demandé d'annuler "" 🤬 || USER Vous avez regardé mes tweets précédents avec vos collègues ? J'ai demandé à faire annuler la commande et ensuite vous m'avez envoyé une partie de la commande et maintenant je me retrouve coincé parce que j'ai une partie de la commande et l'autre partie est toujours chez vous","USER Ah super ! 😍 quel est la date prévue de votre commande ? ^SB || USER Je fais appel à votre patience 😝 Des jeux en vue ? ^KD || USER Vous êtes fan d'action à ce que je vois 😝 ^MA || USER Oh 😍 Que pensez-vous de Bayek ? ^MA || USER Je l'adore aussi 😍 Son costume rouge et blanc me fascine. ^MA || USER Effectivement 😉 Puis-je vous demander de remplir le formulaire suivant afin de mémoriser notre agréable échange s'il vous plaît : ?🎮 ^MA || USER Merci 😉😊 || USER Cela aurait été avec plaisir, mais ce n'est malheureusement pas possible. ^MA || USER C'est un pack qui ne peut pas être vendu séparément ou modifier, j'en suis navrée. ^KE || USER Je vous invite à vérifier votre messagerie dans le cas où vous auriez reçu un email dans ce sens. Vous pouvez aussi contacter notre SAV via le lien suivant : ^SM || USER Dans le cas de refus de paiement, c'est votre banque qui ne nous donne pas l'autorisation de prélèvement. Vous pouvez relancer le paiement de votre commande depuis votre compte. Si c'est encore refusé, veuillez prendre contact avec votre banque. ^ARC || USER Vous pouvez joindre notre SAV via ce lien : ^ARC || USER Quand la commande est arrivée à un stade avancée de l’expédition, il n'est plus possible de l’annuler, il faut donc la refuser à la réception ou la retourner afin d'avoir le remboursement.^ASZ || USER Quel est le statut de votre commande actuellement ? ^ASZ || USER N'ayant pas une visibilité sur votre compte Amazon depuis Twitter, je vous prie dans ce cas-là de le signaler à notre SAV via : afin de vérifier si les commandes sont bien en cours ou pas. ^KE || USER J'en suis navrée, avez-vous fait la demande de retour depuis votre compte ? ^KE || USER J'espère que le souci sera résolu rapidement, je vous prie de nous tenir au courant. ^MA || USER N'ayant pas accès à votre compte, veuillez voir cela auprès de notre SAV. Vous pouvez le joindre via le lien suivant : || USER Il est nécessaire d'avoir accès à votre compte client afin de répondre à cette question, merci de relancer notre service client via le lien indiqué. ^KD || USER Vous devez mettre la raison exacte du retour. ^MD || USER Avez-vous demandé l'annulation de la commande avant son expédition? Car une fois expédiée, l'annulation n'est possible. ^BR"
7,6,2195580,4,4,8,"USER Non je ne l'ai pas fait, dans le suivi il était marqué de le faire à partir de demain. Ce qui m'inquiète c'est de n'avoir aucune date prévue || USER Merci pour vos réponses. Je l'ai fait, ma commande est perdue. Je vais passer une bonne nuit 👍🏼 || USER La personne m'a dit que le colis a été perdu pendant l'acheminement et a fait une demande de remboursement || USER Je viens d'aller vérifier mes mails et non je n'ai pas reçu la confirmation 😞 je suis un peu perdue là. J'ai discuté avec un conseiller sav sur le chat","USER Bonsoir, Je suis désolée d'apprendre cela. Avez-vous contacté notre SAV pour leur faire part de la situation? ^MD || USER N'ayant pas accès à votre compte sur Twitter, je vous invite à contacter notre SAV via le lien suivant : ^MD || USER 😓Le service client ne vous a fourni aucun détail/explication ou solution concernant la livraison de votre colis ?^FT || USER Votre dossier est-il actuellement pris en charge par notre SAV? Avez-vous reçu la confirmation du remboursement par mail?^FT"
