rag_id,conversation_id,intent_hint,customer_problem,historical_response,document_text,source,golden_overlap
RAG00011,595756,delivery_shipping,"USER The original delivery date was either 11/29, then it was delayed and gave me 11/30, then on 11/30 it told me 12/01 and now its telling me 12/04... its just annoying being given multiple dates and let down each time, is there anything you can do to help compensate for this",USER I'm sorry you haven't received it yet. What was the original delivery date? What's the current tracking status: Are we displaying a new delivery date? We won't be able to switch carriers. ^MG,"Historical AmazonHelp support example.
Customer problem: USER The original delivery date was either 11/29, then it was delayed and gave me 11/30, then on 11/30 it told me 12/01 and now its telling me 12/04... its just annoying being given multiple dates and let down each time, is there anything you can do to help compensate for this
Historical support response: USER I'm sorry you haven't received it yet. What was the original delivery date? What's the current tracking status: Are we displaying a new delivery date? We won't be able to switch carriers. ^MG",TWCS AmazonHelp historical conversation,False
RAG00012,2403981,delivery_shipping,"USER Is it correct that my package is available in my small town since 8:32 AM, 14th Nov. 2017, and you are unable to deliver to my house due to unavoidable Circumstances. 😱 || USER I am not only concerned about the scheduled delivery, I am also concerned about the wrong information you provide about update status. || USER If you are writing about revised estimated date of delivery, I do not have choce except waiting. For your information actual delivery date was 14th Nov. I do not understand why it is not being delivered. As per your information the package allready arrived my town on 14th Nov.","USER We ship orders to be delivered by the delivery estimates and we provide faster delivery options for the benefit of our customers. Could you please let us know if we missed the estimated date of your order. ^MP || USER I get your concern about order delivery. We ship &amp; deliver as per the estimates shared with you. Please wait till the estimates, I'm positive your order should be delivered soon. (1/2) ^SV || USER I'm sorry for the inconvenience. Request you to please wait till the estimated delivery date given for the package to be delivered. Also, I will have this feedback forwarded to the concerned team internally. ^MK","Historical AmazonHelp support example.
Customer problem: USER Is it correct that my package is available in my small town since 8:32 AM, 14th Nov. 2017, and you are unable to deliver to my house due to unavoidable Circumstances. 😱 || USER I am not only concerned about the scheduled delivery, I am also concerned about the wrong information you provide about update status. || USER If you are writing about revised estimated date of delivery, I do not have choce except waiting. For your information actual delivery date was 14th Nov. I do not understand why it is not being delivered. As per your information the package allready arrived my town on 14th Nov.
Historical support response: USER We ship orders to be delivered by the delivery estimates and we provide faster delivery options for the benefit of our customers. Could you please let us know if we missed the estimated date of your order. ^MP || USER I get your concern about order delivery. We ship &amp; deliver as per the estimates shared with you. Please wait till the estimates, I'm positive your order should be delivered soon. (1/2) ^SV || USER I'm sorry for the inconvenience. Request you to please wait till the estimated delivery date given for the package to be delivered. Also, I will have this feedback forwarded to the concerned team internally. ^MK",TWCS AmazonHelp historical conversation,False
RAG00013,1261156,delivery_shipping,"USER Two items shipped separate, due today, delivery firm never received. Order: 204-9937770-9905926 maybe someone could call me. || USER When I asked to speak to someone else the CS person gave me There isn't anyone else you can speak with so basically the customer hits a wall","USER I'm sorry to hear this! Without adding personal/account information, can you please tell us more about the situation? ^ME || USER We can be contacted by using the link provided and following the prompts. ^EM","Historical AmazonHelp support example.
Customer problem: USER Two items shipped separate, due today, delivery firm never received. Order: 204-9937770-9905926 maybe someone could call me. || USER When I asked to speak to someone else the CS person gave me There isn't anyone else you can speak with so basically the customer hits a wall
Historical support response: USER I'm sorry to hear this! Without adding personal/account information, can you please tell us more about the situation? ^ME || USER We can be contacted by using the link provided and following the prompts. ^EM",TWCS AmazonHelp historical conversation,False
RAG00014,1553227,delivery_shipping,USER I never received any info Spent all week contacting you guys. All promising it would arrive day after day! No1 is telling me whats going on || USER Please trust us! We promise your delivery will be with you today/tomorrow! We can offer refund! Weve escalated this! It wont happen again! || USER Why do you keep asking the same questions I’ve answered? The delivery date was next day delivery! But why do they not turn up next day?,"USER Have you received any information on a delay with the order? ^MC || USER What were you advised when you contacted us? ^MC || USER After you placed the order, what was the date provided to you for the delivery via email confirmation ? ^CR","Historical AmazonHelp support example.
Customer problem: USER I never received any info Spent all week contacting you guys. All promising it would arrive day after day! No1 is telling me whats going on || USER Please trust us! We promise your delivery will be with you today/tomorrow! We can offer refund! Weve escalated this! It wont happen again! || USER Why do you keep asking the same questions I’ve answered? The delivery date was next day delivery! But why do they not turn up next day?
Historical support response: USER Have you received any information on a delay with the order? ^MC || USER What were you advised when you contacted us? ^MC || USER After you placed the order, what was the date provided to you for the delivery via email confirmation ? ^CR",TWCS AmazonHelp historical conversation,False
RAG00015,2305783,delivery_shipping,"USER I asked if Battlefront 2 Deluxe editions where going to be shipped out in time to arrive by the 14th. My order still says delivery date pending even tho it comes out in 2 days. || USER I guess ""Access to play Star Wars Battlefront II on November 14—a 3-day head start"" wasnt true","USER I'm sorry for any inconvenience! Have we missed the delivery date confirmed for your order: ^GM || USER We're unable to ship until the item is released, but many items are still eligible for same-day, release-day delivery. We'll let you know on the product detail page as well as before you check out. ^AM","Historical AmazonHelp support example.
Customer problem: USER I asked if Battlefront 2 Deluxe editions where going to be shipped out in time to arrive by the 14th. My order still says delivery date pending even tho it comes out in 2 days. || USER I guess ""Access to play Star Wars Battlefront II on November 14—a 3-day head start"" wasnt true
Historical support response: USER I'm sorry for any inconvenience! Have we missed the delivery date confirmed for your order: ^GM || USER We're unable to ship until the item is released, but many items are still eligible for same-day, release-day delivery. We'll let you know on the product detail page as well as before you check out. ^AM",TWCS AmazonHelp historical conversation,False
RAG00016,1077750,delivery_shipping,"USER November 11 || USER I don't know, it never shipped. Then I contacted your customer service and it updated to shipping Monday for delivery Tuesday. || USER The new date is unacceptable. How do I get this resolved?","USER I'm sorry for the frustration. What was the delivery date given in the order confirmation e-mail: ^KB || USER I know how frustrating this can be. Who is the carrier? ^BA || USER We aim to meet the original delivery date, I'm sorry this wasn't the case. Please keep us updated on the new date. Orders should arrive by 8 PM. ^LI","Historical AmazonHelp support example.
Customer problem: USER November 11 || USER I don't know, it never shipped. Then I contacted your customer service and it updated to shipping Monday for delivery Tuesday. || USER The new date is unacceptable. How do I get this resolved?
Historical support response: USER I'm sorry for the frustration. What was the delivery date given in the order confirmation e-mail: ^KB || USER I know how frustrating this can be. Who is the carrier? ^BA || USER We aim to meet the original delivery date, I'm sorry this wasn't the case. Please keep us updated on the new date. Orders should arrive by 8 PM. ^LI",TWCS AmazonHelp historical conversation,False
RAG00017,717171,delivery_shipping,USER Yes but my issue is w/ being notified this AM to expect the book by 8pm then to have tracking update 30mins past delivery window it was late,USER I'm sorry for the longer than expected wait. Have we provided a new expected delivery date: ^CL,"Historical AmazonHelp support example.
Customer problem: USER Yes but my issue is w/ being notified this AM to expect the book by 8pm then to have tracking update 30mins past delivery window it was late
Historical support response: USER I'm sorry for the longer than expected wait. Have we provided a new expected delivery date: ^CL",TWCS AmazonHelp historical conversation,False
RAG00018,205237,delivery_shipping,"USER My tracking details don't tell me what carrier is assigned to this package, so I'm not sure. Said ""shipped with AMZL US""","USER I'm sorry for the trouble, Kayla! What carrier is assigned to your packages? What is their current status when you check the tracking here: ^LA","Historical AmazonHelp support example.
Customer problem: USER My tracking details don't tell me what carrier is assigned to this package, so I'm not sure. Said ""shipped with AMZL US""
Historical support response: USER I'm sorry for the trouble, Kayla! What carrier is assigned to your packages? What is their current status when you check the tracking here: ^LA",TWCS AmazonHelp historical conversation,False
RAG00019,519817,delivery_shipping,USER Nope. Only emails I received said delivery today. The app said it has been delayed. || USER Shipped with AMZL US,"USER Oh no! Have you received any emails regarding the delays? ^BA || USER This sounds like something that definitely needs to be addressed. What specific carrier was assigned this order, find out in the order details as seen here: ^CH","Historical AmazonHelp support example.
Customer problem: USER Nope. Only emails I received said delivery today. The app said it has been delayed. || USER Shipped with AMZL US
Historical support response: USER Oh no! Have you received any emails regarding the delays? ^BA || USER This sounds like something that definitely needs to be addressed. What specific carrier was assigned this order, find out in the order details as seen here: ^CH",TWCS AmazonHelp historical conversation,False
RAG00020,747733,delivery_shipping,USER It’s been shipped. The tracking has “been on the way” for 17 days. It’s 8 days behind the latest estimated delivery date.,USER On no! We'd like to help in any way we can. What does the latest tracking show here: ^NM,"Historical AmazonHelp support example.
Customer problem: USER It’s been shipped. The tracking has “been on the way” for 17 days. It’s 8 days behind the latest estimated delivery date.
Historical support response: USER On no! We'd like to help in any way we can. What does the latest tracking show here: ^NM",TWCS AmazonHelp historical conversation,False
RAG00021,490378,delivery_shipping,"USER Yeah I get one date in my emails and on that day y'all tell me a new expected delivery date. || USER It's been multiple carriers. USPS and ups are the ones from this week. || USER Yes I've been given a new date. One where I won't be home and UPS doesn't leave boxes on my doorsteps so I'll have to trek out to their facility to pick it up myself, adding another day of delay in getting my package. This is why sticking to your promises is important!",USER So sorry to hear about the issues! Are the orders arriving later than the dates provided in your order confirmation e-mails? ^GS || USER Have you noticed this occurring with a specific carrier? You can check this detail in your account here: ^BG || USER Thanks for that information! Sorry to hear about the delays. Have you been provided a new estimated delivery date? ^KJ,"Historical AmazonHelp support example.
Customer problem: USER Yeah I get one date in my emails and on that day y'all tell me a new expected delivery date. || USER It's been multiple carriers. USPS and ups are the ones from this week. || USER Yes I've been given a new date. One where I won't be home and UPS doesn't leave boxes on my doorsteps so I'll have to trek out to their facility to pick it up myself, adding another day of delay in getting my package. This is why sticking to your promises is important!
Historical support response: USER So sorry to hear about the issues! Are the orders arriving later than the dates provided in your order confirmation e-mails? ^GS || USER Have you noticed this occurring with a specific carrier? You can check this detail in your account here: ^BG || USER Thanks for that information! Sorry to hear about the delays. Have you been provided a new estimated delivery date? ^KJ",TWCS AmazonHelp historical conversation,False
RAG00022,2891971,delivery_shipping,"USER I received orig shipping notice, then notice it’s on its way, then notice it was delayed, then a “reminder” notice that it had been delivered, providing me with code for 1st Time and telling me I have 1 day to retrieve it, not 3. || USER I will call later today. FYI - tracking on my account says item was delivered on 11/26 when, in fact, it was delivered at 12:04 am 11/28.","USER Hi there, were you not expecting the delivery to an Amazon Locker? Also, did you receive any previous e-mail correspondence about the delivery? ^VF || USER Terribly sorry about your delivery issues! Let's take a closer look into this in real time with you here: ^JZ","Historical AmazonHelp support example.
Customer problem: USER I received orig shipping notice, then notice it’s on its way, then notice it was delayed, then a “reminder” notice that it had been delivered, providing me with code for 1st Time and telling me I have 1 day to retrieve it, not 3. || USER I will call later today. FYI - tracking on my account says item was delivered on 11/26 when, in fact, it was delivered at 12:04 am 11/28.
Historical support response: USER Hi there, were you not expecting the delivery to an Amazon Locker? Also, did you receive any previous e-mail correspondence about the delivery? ^VF || USER Terribly sorry about your delivery issues! Let's take a closer look into this in real time with you here: ^JZ",TWCS AmazonHelp historical conversation,False
RAG00023,780348,delivery_shipping,USER Delayed primedelivery+10 e-mails + 4 chats+7 customer care calls later&gt;I have a washing machine delivered upside down n remains uninstalled,USER Seems like you had an unpleasant experience with us. Kindly elaborate the issue so that we can try to make things right. ^AK,"Historical AmazonHelp support example.
Customer problem: USER Delayed primedelivery+10 e-mails + 4 chats+7 customer care calls later&gt;I have a washing machine delivered upside down n remains uninstalled
Historical support response: USER Seems like you had an unpleasant experience with us. Kindly elaborate the issue so that we can try to make things right. ^AK",TWCS AmazonHelp historical conversation,False
RAG00024,2300775,delivery_shipping,USER Yeah I was supposed to get two things today but I only got one package || USER But it was out for delivery on the truck with the other package because after he left it became delayed,USER Oh no! Were both packages expected to be delivered today? Let us know! We'd like to help! ^ZW || USER Hm... That's odd! Has the tracking status been updated here: ^ZW,"Historical AmazonHelp support example.
Customer problem: USER Yeah I was supposed to get two things today but I only got one package || USER But it was out for delivery on the truck with the other package because after he left it became delayed
Historical support response: USER Oh no! Were both packages expected to be delivered today? Let us know! We'd like to help! ^ZW || USER Hm... That's odd! Has the tracking status been updated here: ^ZW",TWCS AmazonHelp historical conversation,False
RAG00025,420650,delivery_shipping,"USER I have two packages coming today from Amazon, I have no idea if they'll be in the same box if they'll be in different boxes. || USER Ah, they have different tracking numbers. Does this mean I should expect two deliveries?, and how will I know which is which? || USER In the Same box? and if not how will I know which package to reject and which one to keep?","USER Hey Michael. Should it not be possible to cancel, please refuse delivery. Your order will be returned and a refund issued^TP || USER Do they have the same or different tracking numbers? ^PK || USER It's very possible that both will arrive together, if with the same carrier. ^TP","Historical AmazonHelp support example.
Customer problem: USER I have two packages coming today from Amazon, I have no idea if they'll be in the same box if they'll be in different boxes. || USER Ah, they have different tracking numbers. Does this mean I should expect two deliveries?, and how will I know which is which? || USER In the Same box? and if not how will I know which package to reject and which one to keep?
Historical support response: USER Hey Michael. Should it not be possible to cancel, please refuse delivery. Your order will be returned and a refund issued^TP || USER Do they have the same or different tracking numbers? ^PK || USER It's very possible that both will arrive together, if with the same carrier. ^TP",TWCS AmazonHelp historical conversation,False
